,None,beak,body,eye,feet,head,leg,tail,unknown,wing,bumper,door,headlight,hood,trunk,wheel,window,windshield,armrest,backrest,seat,ear,mouth,neck,paw,None_total_arclength,beak_total_arclength,body_total_arclength,eye_total_arclength,feet_total_arclength,head_total_arclength,leg_total_arclength,tail_total_arclength,unknown_total_arclength,wing_total_arclength,bumper_total_arclength,door_total_arclength,headlight_total_arclength,hood_total_arclength,trunk_total_arclength,wheel_total_arclength,window_total_arclength,windshield_total_arclength,armrest_total_arclength,backrest_total_arclength,seat_total_arclength,ear_total_arclength,mouth_total_arclength,neck_total_arclength,paw_total_arclength
392,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,35,0,70,0,0,201,0,0,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0
394,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,64,0,72,0,160,0,0,0,0,0,0,0
395,3,0,6,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,488,0,402,0,0,0,0,0,0,0,0,0,74,0,0,111,21,0,0,0,0,0,0,0,0
396,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0
397,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,710,0,0,0,0,0,0,0,84,0,0,100,0,200,0,137,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0
399,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0
400,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0
401,0,0,6,0,0,0,0,0,26,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,555,0,0,115,0,0,0,263,0,0,0,0,0,0,0,0,0
402,0,0,2,0,0,0,0,0,56,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,938,0,0,0,0,0,2595,0,0,0,135,0,0,319,0,0,0,0,0,0,0,0,0
403,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1236,0,0,0,0,0,0,0,0,0,0,0,0,449,114,0,0,0,0,0,0,0,0
404,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,74,0,752,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0
405,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1242,0,0,0,0,0,0,0,0,0,0,0,0,246,278,0,0,0,0,0,0,0,0
406,0,0,10,0,0,0,0,0,0,0,4,0,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,876,0,0,0,0,0,0,0,304,0,181,465,0,108,0,479,0,0,0,0,0,0,0
407,0,0,8,0,0,0,0,0,0,0,1,0,2,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0,0,187,0,140,0,0,668,124,14,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,169,0,0,0,0,0,0,0,0
409,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1410,0,0,0,0,0,0,0,0,0,0,0,0,433,0,461,0,0,0,0,0,0,0
410,0,0,4,0,0,0,0,0,0,0,0,4,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,308,0,0,613,462,120,0,0,0,0,0,0,0,0
411,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,120,127,0,0,0,0,0,0,0,0
412,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,98,696,98,124,0,0,0,0,0,0,0
419,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0
420,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,353,130,0,0,0,0,0,0,0,0
421,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,2218,0,0,0,0,0,0,0,0,0,0,0,0,213,116,84,0,0,0,0,0,0,0
422,0,0,10,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,75,0,88,0,678,55,94,0,0,0,0,0,0,0
423,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0,275,0,198,0,0,0,0,0,0,0
424,0,0,4,0,0,0,0,0,0,0,1,2,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,82,60,176,109,0,50,286,0,0,0,0,0,0,0,0
425,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0
426,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,104,194,138,0,0,0,0,0,0,0
427,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,100,0,124,0,0,0,0,0,0,0
428,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1416,0,0,0,0,0,0,0,0,0,40,0,0,106,0,88,0,0,0,0,0,0,0
429,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,6,0,978,0,0,0,0,0,0,0,0,0,0,0,0,128,61,0,0,0,0,0,0,0,0
430,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1198,0,116,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0
431,0,0,8,0,0,0,0,0,0,0,1,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,968,0,0,0,0,0,0,0,197,0,10,0,0,149,0,36,0,0,0,0,0,0,0
432,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,9,0,141,340,0,88,0,0,0,0,0,0,0
433,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0
434,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,0,160,80,0,0,0,0,0,0,0,0
435,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,684,0,336,0,0,0,0,0,0,0,0,0,16,0,0,128,0,0,0,0,0,0,0,0,0
436,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,74,0,0,0,0,463,104,63,0,0,0,0,0,0,0
437,0,0,12,0,0,0,0,0,0,0,1,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,786,0,0,0,0,0,0,0,53,0,0,59,33,226,19,26,0,0,0,0,0,0,0
438,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,898,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0
439,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1092,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0
440,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1354,0,0,0,0,0,0,0,0,0,0,68,0,187,0,80,0,0,0,0,0,0,0
441,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1728,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0
442,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0
443,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1096,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0
444,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,72,0,0,0,211,0,0,0,0,0,0,0,0,0
445,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,27,32,0,0,0,305,417,0,0,0,0,0,0,0,0
446,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,178,0,0,0,301,260,95,0,0,0,0,0,0,0
447,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,958,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0
448,0,0,10,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,922,0,0,0,0,0,0,0,65,45,0,0,0,177,172,31,0,0,0,0,0,0,0
449,0,0,16,0,0,0,0,0,4,0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,1208,0,0,0,0,0,148,0,0,28,0,16,0,245,0,24,0,0,0,0,0,0,0
450,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,60,46,0,0,288,236,78,0,0,0,0,0,0,0,0
451,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,954,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0
452,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0
453,0,0,8,0,0,0,0,0,0,0,0,3,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,201,0,73,0,750,0,76,0,0,0,0,0,0,0
454,0,0,8,0,0,0,0,0,0,0,1,0,2,4,0,2,0,1,0,0,0,0,0,0,0,0,0,1128,0,0,0,0,0,0,0,415,0,122,125,0,82,0,179,0,0,0,0,0,0,0
455,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1054,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0
456,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1398,0,0,0,0,0,0,0,0,0,0,0,0,193,0,276,0,0,0,0,0,0,0
457,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1070,0,0,0,0,0,0,0,0,0,90,62,0,233,0,38,0,0,0,0,0,0,0
458,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1642,0,0,0,0,0,0,0,0,0,0,0,31,123,219,93,0,0,0,0,0,0,0
459,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,0,0,0,0,0,43,0,0,305,143,88,0,0,0,0,0,0,0
460,0,0,4,0,0,0,0,0,0,0,0,2,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1218,0,0,0,0,0,0,0,0,70,135,0,0,206,179,0,0,0,0,0,0,0,0
461,0,0,6,0,0,0,0,0,2,0,2,1,2,0,1,12,1,1,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,26,0,221,93,92,0,48,366,210,94,0,0,0,0,0,0,0
462,0,0,8,0,0,0,0,0,0,0,0,2,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,64,53,0,0,226,171,140,0,0,0,0,0,0,0
463,6,0,10,0,0,0,0,0,0,0,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,248,0,1088,0,0,0,0,0,0,0,0,127,31,0,0,460,0,280,0,0,0,0,0,0,0
464,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,340,0,1080,0,0,0,0,0,0,0,46,0,0,0,0,259,265,0,0,0,0,0,0,0,0
465,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1214,0,0,0,0,0,0,0,0,0,0,0,0,363,376,48,0,0,0,0,0,0,0
466,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,720,0,54,0,0,341,0,39,0,0,0,0,0,0,0
467,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1416,0,0,0,0,0,0,0,0,0,0,99,0,115,67,0,0,0,0,0,0,0,0
468,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,6,2,1,0,0,0,0,0,0,0,0,0,1660,0,0,0,0,0,0,0,0,0,132,0,0,398,271,231,0,0,0,0,0,0,0
469,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1990,0,0,0,0,0,0,0,0,24,0,0,0,290,80,0,0,0,0,0,0,0,0
470,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0
471,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0
472,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0
473,0,0,6,0,0,0,0,0,0,0,2,3,3,0,0,6,3,1,0,0,0,0,0,0,0,0,0,1104,0,0,0,0,0,0,0,127,133,125,0,0,398,110,119,0,0,0,0,0,0,0
474,12,0,8,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,526,0,1660,0,0,0,0,0,0,0,0,0,101,0,0,117,183,0,0,0,0,0,0,0,0
475,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1392,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0
476,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,32,0,0,423,0,269,167,248,0,0,0,0,0,0,0
477,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1232,0,0,0,0,0,0,0,0,0,53,0,0,277,368,0,0,0,0,0,0,0,0
478,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,2,4,1,0,0,0,0,0,0,0,0,0,2690,0,0,0,0,0,0,0,0,0,47,54,0,215,202,40,0,0,0,0,0,0,0
479,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2374,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0
480,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1304,0,538,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0
481,3,0,4,0,0,0,0,0,6,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,48,0,944,0,0,0,0,0,152,0,0,0,0,0,33,271,159,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,0,0,614,0,86,0,0,0,0,0,0,0,0,0,95,711,341,0,0,0,0
483,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,960,0,124,0,0,0,0,0,0,0,0,0,153,115,0,0,0,0,0
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,342,385,0,0,0,0
485,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,374,408,334,0,0,0,0
486,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,479,334,0,0,0,0
487,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,1548,482,0,0,0,0
488,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,764,0,0,0,0,0,0,0,0,0,0,0,293,299,439,0,0,0,0
489,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,193,620,380,0,0,0,0
490,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1040,0,0,0,0,0,0,0,0,0,0,0,562,427,404,0,0,0,0
491,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,696,466,0,0,0,0
492,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,1818,0,33,0,0,0,0,0,0,0,0,0,102,403,303,0,0,0,0
493,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,615,291,175,0,0,0,0
494,0,0,0,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,588,0,317,0,0,0,0,0,0,0,0,0,239,0,355,0,0,0,0
495,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,326,864,0,0,0,0
496,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,151,213,400,0,0,0,0
497,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,922,0,0,0,0,0,0,0,0,0,0,0,161,637,232,0,0,0,0
498,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,554,233,0,0,0,0
499,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,1368,0,0,0,0,0,0,0,0,0,0,0,199,393,15,0,0,0,0
500,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,0,0,0,0,0,0,0,189,220,238,0,0,0,0
501,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,1634,0,18,0,0,0,0,0,0,0,0,0,814,267,0,0,0,0,0
502,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1024,0,343,0,0,0,0,0,0,0,0,0,0,451,377,0,0,0,0
503,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,275,293,377,0,0,0,0
504,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,7,2,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,651,403,264,0,0,0,0
505,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,399,686,836,0,0,0,0
506,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,401,11,494,0,0,0,0
507,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,0,0,0,67,394,376,0,0,0,0
508,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,333,470,0,0,0,0
509,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,408,380,323,0,0,0,0
510,3,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,14,0,0,0,0,0,314,0,240,0,0,0,0,0,0,0,0,0,0,282,180,0,0,0,0
511,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,12,6,0,0,0,0,0,0,0,0,0,0,432,0,3,0,0,0,0,0,0,0,0,0,105,820,669,0,0,0,0
512,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,1089,0,258,0,0,0,0
513,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,68,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,0,0,214,48,319,0,0,0,0
514,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,423,438,0,0,0,0
515,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,146,297,279,0,0,0,0
516,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,273,538,347,0,0,0,0
517,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,0,0,309,185,0,0,0,0
518,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,179,328,0,0,0,0,0
519,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0
520,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0
522,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,129,344,0,0,0,0
523,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,0,0,0,0,0,0,0,0,465,214,0,0,0,0
