,armrest_numstrokes,backrest_numstrokes,beak_numstrokes,body_numstrokes,bumper_numstrokes,door_numstrokes,ear_numstrokes,eye_numstrokes,feet_numstrokes,head_numstrokes,headlight_numstrokes,hood_numstrokes,leg_numstrokes,mouth_numstrokes,neck_numstrokes,paw_numstrokes,seat_numstrokes,tail_numstrokes,trunk_numstrokes,unknown_numstrokes,wheel_numstrokes,window_numstrokes,windshield_numstrokes,wing_numstrokes,armrest_total_arclength,backrest_total_arclength,beak_total_arclength,body_total_arclength,bumper_total_arclength,door_total_arclength,ear_total_arclength,eye_total_arclength,feet_total_arclength,head_total_arclength,headlight_total_arclength,hood_total_arclength,leg_total_arclength,mouth_total_arclength,neck_total_arclength,paw_total_arclength,seat_total_arclength,tail_total_arclength,trunk_total_arclength,unknown_total_arclength,wheel_total_arclength,window_total_arclength,windshield_total_arclength,wing_total_arclength
10,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9084249084249084,0.0,0.0,0.0,0.0,0.09157509157509157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.3686143572621035,0.0,0.0,0.0,0.0,0.0,0.4888146911519199,0.0,0.0,0.054090150250417364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08848080133555926
12,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24521072796934865,0.0,0.0,0.0,0.7547892720306514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.06666666666666667,0.2,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0091792656587473,0.43088552915766737,0.0,0.0,0.0,0.06911447084233262,0.03401727861771058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408207343412527,0.0,0.0,0.0,0.0,0.0,0.04859611231101512
14,0.0,0.0,0.0,0.6976744186046512,0.0,0.0,0.0,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.0,0.0,0.13953488372093023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.4581041734066645,0.0,0.0,0.0,0.02782271109673245,0.02167583306373342,0.03558718861209965,0.0,0.0,0.1776124231640246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2791976706567454
15,0.0,0.0,0.0625,0.1875,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04083094555873926,0.4577363896848137,0.0,0.0,0.0,0.0,0.062320916905444126,0.2994269340974212,0.0,0.0,0.13968481375358166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6055646481178396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3944353518821604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.024448419797257006,0.42397137745974955,0.0,0.0,0.0,0.02623732856290996,0.17889087656529518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14788312462731068,0.0,0.0,0.0,0.0,0.0,0.19856887298747763
18,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.031173092698933553,0.0,0.0,0.0,0.0,0.0,0.11320754716981132,0.0,0.0,0.0,0.26333059885151766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5922887612797375
19,0.0,0.0,0.21052631578947367,0.3157894736842105,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.11170497060395511,0.35756280064136825,0.0,0.0,0.0,0.010689470871191877,0.17691074291822556,0.21485836451095672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08765366114377339,0.0,0.0,0.0,0.0,0.0,0.040619989310529125
20,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8558394160583942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14416058394160583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2827763496143959,0.0,0.0,0.0,0.023993144815766924,0.0,0.0,0.0,0.0,0.13624678663239073,0.0,0.0,0.0,0.0,0.5569837189374465,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.07142857142857142,0.21428571428571427,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08326908249807248,0.448727833461835,0.0,0.0,0.0,0.009252120277563608,0.0,0.2991518889745567,0.0,0.0,0.15959907478797225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.125,0.1875,0.0,0.0,0.0,0.125,0.3125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040206777713957496,0.2998276852383688,0.0,0.0,0.0,0.03676048248133257,0.0511200459506031,0.12176909821941413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45031591039632396,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.7199341021416804,0.0,0.0,0.0,0.0,0.11367380560131796,0.1186161449752883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047775947281713346
25,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010147133434804667,0.3896499238964992,0.0,0.0,0.0,0.0,0.0,0.33384069000507355,0.0,0.0,0.2663622526636225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.16,0.08,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.5608015371946198,0.0,0.0,0.0,0.0,0.04144935492725776,0.02305791929728246,0.0,0.0,0.3532802635190777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021410925061762284
27,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801505174035748,0.0,0.0,0.0,0.0,0.3198494825964252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8678815489749431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13211845102505695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7345971563981043,0.0,0.0,0.0,0.0,0.08293838862559241,0.0,0.0,0.0,0.18246445497630331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7004830917874396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21256038647342995
31,0.0,0.0,0.08333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03468586387434555,0.643979057591623,0.0,0.0,0.0,0.0,0.0,0.14659685863874344,0.0,0.0,0.17473821989528796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8725165562913907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12748344370860928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.05,0.45,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612073231073726,0.6115784265215239,0.0,0.0,0.0,0.0376051459673429,0.0,0.12172191984166254,0.0,0.0,0.1929737753587333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.05263157894736842,0.15789473684210525,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.007328990228013029,0.5606677524429967,0.0,0.0,0.0,0.04071661237785016,0.005700325732899023,0.1986970684039088,0.0,0.0,0.048859934853420196,0.0,0.0,0.0,0.0,0.07654723127035831,0.0,0.0,0.0,0.0,0.0,0.061482084690553745
35,0.0,0.0,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041549691184727684,0.8102189781021898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14823133071308253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.13636363636363635,0.18181818181818182,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.6621124540199684,0.0,0.0,0.0,0.0,0.02417235943247504,0.11770888071466107,0.0,0.0,0.11665790856542302,0.0,0.0,0.0,0.0,0.03047819232790331,0.0,0.0,0.0,0.0,0.0,0.048870204939569103
37,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9504563233376793,0.0,0.0,0.0,0.0,0.04954367666232073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07688516510596353,0.15229176934450467,0.0,0.0,0.0,0.0,0.05914243469689502,0.7116806308526368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3272434175174637,0.0,0.0,0.0,0.0,0.08597528210639441,0.0,0.0,0.0,0.08704997313272435,0.0,0.0,0.0,0.0,0.4997313272434175,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.125,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02946509519492294,0.6731640979147778,0.0,0.0,0.0,0.0,0.0770625566636446,0.0,0.0,0.0,0.22030825022665457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.012096774193548387,0.39919354838709675,0.0,0.0,0.0,0.0,0.02476958525345622,0.0,0.0,0.0,0.22811059907834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3358294930875576
42,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06302314130969966,0.7887740029542097,0.0,0.0,0.0,0.0,0.0310192023633678,0.013786312161496799,0.0,0.0,0.103397341211226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.05555555555555555,0.16666666666666666,0.0,0.0,0.0,0.1111111111111111,0.2777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.02245028864656831,0.33290570878768444,0.0,0.0,0.0,0.006414368184733804,0.07761385503527903,0.13855035279025016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37331622835150735,0.0,0.0,0.0,0.0,0.0,0.048749198203976905
44,0.0,0.0,0.0625,0.1875,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055415617128463476,0.6706549118387909,0.0,0.0,0.0,0.08060453400503778,0.028967254408060455,0.0,0.0,0.0,0.16435768261964737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.05263157894736842,0.15789473684210525,0.0,0.0,0.0,0.21052631578947367,0.15789473684210525,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022629969418960245,0.27706422018348625,0.0,0.0,0.0,0.025688073394495414,0.03363914373088685,0.0,0.0,0.0,0.1614678899082569,0.0,0.0,0.0,0.0,0.4795107033639144,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.07692307692307693,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02079002079002079,0.8653846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11382536382536383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.07692307692307693,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03967391304347826,0.8282608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13206521739130433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.26666666666666666,0.13333333333333333,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5602094240837696,0.0,0.0,0.0,0.0,0.035485747527632346,0.24200116346713205,0.0,0.0,0.16230366492146597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.08333333333333333,0.375,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.03553299492385787,0.7203045685279188,0.0,0.0,0.0,0.0,0.10609137055837563,0.0,0.0,0.0,0.08223350253807106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05583756345177665
50,0.0,0.0,0.03225806451612903,0.2903225806451613,0.0,0.0,0.0,0.06451612903225806,0.25806451612903225,0.06451612903225806,0.0,0.0,0.1935483870967742,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.016926503340757237,0.4997772828507795,0.0,0.0,0.0,0.09086859688195992,0.08997772828507795,0.030289532293986638,0.0,0.0,0.12828507795100222,0.0,0.0,0.0,0.0,0.1086859688195991,0.0,0.0,0.0,0.0,0.0,0.03518930957683741
51,0.0,0.0,0.04081632653061224,0.061224489795918366,0.0,0.0,0.0,0.12244897959183673,0.16326530612244897,0.0,0.0,0.0,0.30612244897959184,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.2653061224489796,0.0,0.0,0.025280898876404494,0.29599719101123595,0.0,0.0,0.0,0.038623595505617975,0.0723314606741573,0.0,0.0,0.0,0.2264747191011236,0.0,0.0,0.0,0.0,0.04845505617977528,0.0,0.0,0.0,0.0,0.0,0.2928370786516854
52,0.0,0.0,0.047619047619047616,0.42857142857142855,0.0,0.0,0.0,0.09523809523809523,0.09523809523809523,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.022757697456492636,0.44176706827309237,0.0,0.0,0.0,0.050870147255689425,0.19098616688978134,0.13029897367246765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09906291834002677,0.0,0.0,0.0,0.0,0.0,0.0642570281124498
53,0.0,0.0,0.045454545454545456,0.2727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.017994858611825194,0.28071979434447303,0.0,0.0,0.0,0.0,0.060668380462724936,0.22005141388174806,0.0,0.0,0.1712082262210797,0.0,0.0,0.0,0.0,0.1922879177377892,0.0,0.0,0.0,0.0,0.0,0.0570694087403599
54,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.13333333333333333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.8563899868247694,0.0,0.0,0.0,0.012296881862099254,0.0821256038647343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049187527448397016
55,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.7997032640949555,0.0,0.0,0.0,0.016815034619188922,0.06033630069238378,0.07319485657764589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049950544015825916
